Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,vmaf,
110,0.994122,0.988748,0.989883,0.993466,0.997241,0.862517,0.862517,0.890529,0.994542,0.997048,0.997988,46.987444,47.573218,48.093947,96.967234,
111,0.994277,0.988752,0.990106,0.993671,0.997376,1.222578,1.222578,0.889569,0.994815,0.997443,0.998332,46.920404,47.702941,48.200591,97.533110,
112,0.994272,0.988865,0.990272,0.994344,0.996818,1.874789,1.987386,0.890749,0.994754,0.997155,0.997856,46.965768,47.786347,48.006479,98.355295,
113,0.994581,0.988699,0.990599,0.994726,0.997187,1.538220,1.874789,0.890921,0.995337,0.997761,0.998307,46.969439,47.716004,48.012478,98.038875,
114,0.994069,0.988910,0.989764,0.993535,0.997118,1.538220,1.538220,0.889078,0.994730,0.997524,0.997956,46.915349,47.698595,47.975285,97.884449,
115,0.993980,0.988482,0.990363,0.993669,0.996731,1.899056,1.899056,0.888853,0.994862,0.997438,0.998244,46.870378,47.765503,48.093947,98.367349,
116,0.994473,0.989367,0.990249,0.994133,0.997451,2.616460,2.822761,0.891656,0.995073,0.997557,0.998157,46.985995,47.592552,48.296369,99.429801,
117,0.993758,0.988240,0.990232,0.993591,0.996474,2.276496,2.616460,0.889796,0.994305,0.997025,0.998180,46.913018,47.714136,47.926620,98.795516,
118,0.994213,0.988735,0.990641,0.993995,0.997008,2.223845,2.276496,0.889729,0.994642,0.997253,0.998306,46.938206,47.505625,48.003816,98.847120,
119,0.994120,0.987872,0.989595,0.994313,0.997144,1.528529,2.223845,0.887783,0.994506,0.997010,0.997769,46.816867,47.626596,48.028516,97.842835,
120,0.993826,0.988069,0.988547,0.994255,0.996851,1.528529,1.528529,0.887709,0.994702,0.997182,0.998095,46.780803,47.637595,47.881730,97.813654,
121,0.993755,0.988274,0.989060,0.994368,0.996357,1.826890,1.826890,0.889605,0.994778,0.997073,0.997816,46.883602,47.785714,47.952858,98.171181,
122,0.993978,0.987888,0.989118,0.994164,0.997072,2.215120,2.654641,0.890936,0.994751,0.997335,0.997834,46.942375,47.681874,47.991186,98.751174,
123,0.993371,0.988478,0.989409,0.992566,0.996590,2.067143,2.215120,0.891350,0.995226,0.997667,0.998461,46.897640,47.667064,48.123270,98.489241,
124,0.994311,0.988813,0.989932,0.994284,0.997212,2.067143,2.067143,0.894646,0.994985,0.997454,0.998273,47.070812,47.589526,48.199894,98.670696,
125,0.993614,0.988024,0.989938,0.993953,0.996023,2.274670,2.337447,0.891954,0.994797,0.997454,0.998533,46.929361,47.602859,47.951542,98.812797,
126,0.994170,0.988858,0.989641,0.994185,0.997118,1.848424,2.274670,0.893837,0.994789,0.997134,0.998121,47.081431,47.799029,48.206864,98.319696,
127,0.994337,0.989151,0.990889,0.994310,0.996838,1.741419,1.848424,0.896579,0.994863,0.997237,0.998055,47.245444,47.935130,48.392123,98.214085,
128,0.994335,0.988934,0.989928,0.995050,0.996657,1.741419,1.741419,0.895987,0.994857,0.997400,0.997971,47.214389,47.632703,48.227841,98.213881,
129,0.994508,0.987667,0.990142,0.995015,0.997249,1.271578,2.143877,0.892810,0.995162,0.997493,0.998000,47.030058,47.803477,48.071576,97.627844,
