Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
35,0.950437,0.926170,0.925640,0.952282,0.968393,4.252666,4.321673,0.495178,0.860209,0.918275,0.945100,33.088440,30.421426,35.737457,0.987775,84.170029,
36,0.950558,0.925885,0.925618,0.951872,0.968805,4.252666,4.252666,0.496315,0.860413,0.918620,0.945717,33.173567,30.337446,36.475941,0.987743,84.255447,
37,0.950361,0.925526,0.924051,0.951177,0.970069,4.216132,4.528132,0.494588,0.861216,0.919476,0.946600,33.043915,30.752076,36.572887,0.987872,84.276909,
38,0.950322,0.926106,0.924284,0.951843,0.969089,4.216132,4.216132,0.495569,0.860687,0.919099,0.946475,33.122438,31.501116,36.020394,0.987768,84.242365,
39,0.950031,0.924576,0.923718,0.951475,0.969493,4.366410,4.366410,0.495986,0.861173,0.919385,0.946288,33.134169,29.931456,35.971117,0.987750,84.350046,
40,0.949969,0.925542,0.926732,0.951093,0.968032,4.252495,4.404760,0.495441,0.861423,0.919649,0.946438,33.084046,31.515840,36.173390,0.987801,84.228797,
41,0.949485,0.927254,0.923655,0.951064,0.967822,4.252495,4.252495,0.496428,0.861018,0.919518,0.947361,33.156438,31.639215,35.015329,0.987918,84.190685,
42,0.950420,0.926956,0.925033,0.952240,0.968806,4.352244,4.453195,0.496515,0.861019,0.919312,0.946070,33.112122,30.663917,36.084100,0.988044,84.395679,
43,0.950217,0.924203,0.924740,0.950657,0.970054,4.317799,4.352244,0.496360,0.862355,0.920240,0.946727,33.146992,29.986199,35.704264,0.987951,84.400977,
44,0.950261,0.926290,0.924467,0.950684,0.969680,4.317799,4.317799,0.495948,0.861967,0.919666,0.946321,33.116960,31.144047,35.830761,0.987986,84.356433,
45,0.950654,0.927937,0.926846,0.951211,0.968883,4.329440,4.403574,0.496934,0.861099,0.919275,0.946317,33.120669,30.594838,35.836537,0.987861,84.435748,
46,0.950611,0.927714,0.927160,0.952581,0.967524,4.296791,4.329440,0.496578,0.860691,0.918718,0.945888,33.121852,31.607457,35.633781,0.987857,84.333982,
47,0.951649,0.927472,0.927168,0.952596,0.970363,4.296791,4.296791,0.497373,0.860992,0.919134,0.946541,33.147268,30.146419,35.650999,0.987872,84.620133,
48,0.951269,0.925885,0.927319,0.952700,0.969514,4.303929,4.407040,0.496019,0.861708,0.919375,0.946294,33.105498,31.270411,35.990049,0.987924,84.540251,
49,0.951247,0.928277,0.925673,0.952443,0.969691,4.282989,4.303929,0.496673,0.861912,0.920028,0.946771,33.151664,30.950728,35.404006,0.987900,84.573775,
50,0.949618,0.926019,0.927889,0.950179,0.967379,4.282989,4.282989,0.495517,0.861369,0.919735,0.946896,33.097560,31.118524,35.859337,0.987851,84.228347,
51,0.949397,0.924815,0.925761,0.949511,0.968867,4.297048,4.297740,0.497159,0.861544,0.919428,0.946604,33.166299,30.552946,34.971691,0.987922,84.159798,
52,0.950225,0.925386,0.926448,0.952605,0.968017,4.297048,4.297048,0.494901,0.861593,0.919757,0.946793,33.081691,30.613276,35.795325,0.987896,84.366967,
53,0.950011,0.926550,0.925530,0.951627,0.968243,4.307144,4.307144,0.497305,0.861469,0.919478,0.946274,33.184102,30.917091,35.592902,0.987897,84.278116,
54,0.950916,0.924510,0.926177,0.952547,0.969985,4.347281,4.347281,0.496340,0.861842,0.919506,0.946131,33.094873,31.172675,36.502963,0.987991,84.507609,
55,0.951284,0.925363,0.925509,0.952124,0.970979,4.337226,4.352931,0.495378,0.860739,0.918913,0.945539,33.113629,30.654130,36.375063,0.987856,84.506236,
56,0.951243,0.926009,0.926888,0.950327,0.971501,4.337226,4.337226,0.495940,0.861045,0.918774,0.946279,33.105669,31.175753,35.479786,0.988000,84.548046,
57,0.952128,0.925339,0.927589,0.952850,0.971615,4.376933,4.376933,0.494828,0.861185,0.919095,0.946239,33.065150,32.421306,36.215328,0.987957,84.792932,
58,0.951117,0.928575,0.927699,0.951381,0.969208,4.410045,4.410045,0.495693,0.859706,0.918199,0.946177,33.106813,30.187994,35.545697,0.987865,84.575002,
59,0.951473,0.927126,0.927862,0.952330,0.969773,4.426474,4.503894,0.496187,0.862579,0.920003,0.946335,33.066175,31.127309,36.214573,0.988100,84.752679,
60,0.951205,0.926761,0.926006,0.949266,0.972217,4.426474,4.426474,0.496962,0.861435,0.919102,0.945871,33.138258,29.936884,35.720672,0.988094,84.622718,
61,0.950613,0.926075,0.924529,0.951706,0.969523,4.477408,4.477408,0.497891,0.861652,0.919394,0.946430,33.149426,30.691210,35.860442,0.988103,84.609261,
62,0.951070,0.925598,0.922392,0.950305,0.972827,4.526395,4.526395,0.494482,0.860715,0.919488,0.946924,33.047939,31.410083,35.620944,0.987866,84.810188,
63,0.950812,0.924039,0.921114,0.951930,0.971804,4.550384,4.569063,0.496203,0.860975,0.919193,0.946481,33.150552,30.506620,36.302685,0.987930,84.734154,
64,0.949201,0.923826,0.922893,0.950501,0.968663,4.440232,4.550384,0.494663,0.860560,0.918420,0.945873,33.077266,30.222495,35.490522,0.987861,84.190155,
65,0.949750,0.924365,0.923332,0.950574,0.969778,4.440232,4.440232,0.494696,0.861059,0.919618,0.946906,33.105509,29.980968,34.975358,0.987800,84.434586,
66,0.950512,0.924384,0.926218,0.951759,0.969381,4.486765,4.521574,0.495020,0.861870,0.919994,0.946929,33.066660,30.209418,35.108063,0.987978,84.666022,
67,0.950748,0.926020,0.927429,0.951506,0.969453,4.486765,4.486765,0.495507,0.862591,0.920297,0.947000,33.062514,30.447477,35.174552,0.988048,84.732768,
68,0.949436,0.925041,0.924382,0.950503,0.968645,4.490535,4.490535,0.495559,0.861625,0.919710,0.947128,33.084089,30.919673,35.764201,0.988095,84.445118,
69,0.950302,0.924213,0.925984,0.950273,0.970608,4.585436,4.585436,0.494451,0.861683,0.919654,0.946716,33.031908,30.564690,35.565292,0.988044,84.705316,
70,0.950061,0.925339,0.922464,0.951239,0.969954,4.600852,4.600852,0.494512,0.861925,0.920274,0.947557,33.134363,30.827436,35.826895,0.987930,84.761859,
71,0.950001,0.924456,0.924293,0.950574,0.970168,4.561555,4.710339,0.494837,0.861374,0.919928,0.946804,33.017916,30.126234,36.613794,0.988021,84.631707,
72,0.950616,0.925218,0.927014,0.952813,0.968335,4.506336,4.561555,0.495022,0.860520,0.918803,0.946163,33.090590,31.011526,36.054498,0.987931,84.603573,
73,0.950070,0.925886,0.926136,0.949995,0.969429,4.506336,4.506336,0.493269,0.861517,0.919837,0.947280,33.082657,31.186786,35.703878,0.987923,84.618174,
74,0.949989,0.923894,0.925629,0.949939,0.969976,4.612203,4.687213,0.492692,0.861330,0.920135,0.947224,33.076915,31.427815,36.041288,0.987812,84.731312,
75,0.951355,0.924482,0.925745,0.952061,0.971215,4.612203,4.612203,0.492597,0.861386,0.920432,0.947665,33.098959,31.567482,36.690638,0.987702,85.067410,
76,0.950309,0.925082,0.924667,0.949653,0.970688,5.012439,5.012439,0.491976,0.861332,0.919990,0.947020,33.111505,31.742550,36.485055,0.987548,85.236060,
77,0.949626,0.927706,0.924780,0.949961,0.968321,5.163393,5.163393,0.491048,0.860852,0.919738,0.947433,33.074957,29.129961,35.763202,0.987490,85.286169,
78,0.949340,0.925220,0.924262,0.950995,0.967623,5.416334,5.445758,0.490971,0.860026,0.919013,0.946526,33.107352,30.743471,35.602994,0.987581,85.413324,
79,0.950807,0.925679,0.925044,0.952633,0.969706,5.233166,5.416334,0.491169,0.861447,0.919883,0.947352,33.083869,30.909089,35.429435,0.987483,85.615115,
80,0.949628,0.924978,0.924984,0.952249,0.967274,5.233166,5.233166,0.489832,0.860771,0.919529,0.947034,33.065141,31.439218,34.943286,0.987538,85.328032,
81,0.949975,0.924964,0.926058,0.951304,0.968611,5.220864,5.343257,0.489126,0.860329,0.919605,0.947076,33.073146,31.024734,36.421723,0.987434,85.395287,
82,0.950028,0.924848,0.924191,0.951577,0.969386,5.220864,5.220864,0.488719,0.859148,0.918131,0.945546,33.057140,31.159198,34.639625,0.987200,85.229565,
83,0.950295,0.924372,0.924755,0.951997,0.969837,5.371129,5.371129,0.486168,0.859061,0.918344,0.946405,32.979864,30.063019,35.705345,0.987300,85.534738,
84,0.949700,0.925029,0.924921,0.951287,0.968971,5.394115,5.394115,0.484989,0.858709,0.918453,0.946732,32.975655,31.456558,36.280047,0.987040,85.465975,
85,0.948944,0.923536,0.924044,0.952628,0.966842,5.518686,5.518686,0.482816,0.859522,0.919212,0.946670,32.919793,31.491636,35.155063,0.986993,85.474918,
86,0.949413,0.922216,0.925121,0.951757,0.968569,5.570319,5.818387,0.479938,0.859012,0.919174,0.946689,32.793754,30.768248,34.231693,0.987052,85.636297,
87,0.949431,0.921122,0.922632,0.952796,0.969061,5.570319,5.570319,0.477457,0.858029,0.918327,0.946445,32.787980,30.893414,35.565924,0.986701,85.590641,
88,0.949787,0.922463,0.920902,0.951714,0.970513,5.984275,6.012452,0.477268,0.858282,0.918954,0.947020,32.801970,31.554559,35.871431,0.986478,86.200518,
89,0.949013,0.919393,0.919790,0.949812,0.971448,5.984275,5.984275,0.476358,0.859092,0.919683,0.948444,32.798062,30.577333,36.109309,0.986768,86.176516,
90,0.948730,0.919777,0.919441,0.950262,0.970685,6.005824,6.005824,0.472974,0.857874,0.918764,0.947691,32.719261,30.034881,35.887906,0.986475,86.049679,
91,0.947646,0.919294,0.919208,0.949853,0.969195,6.283409,6.283409,0.472351,0.856499,0.917782,0.946917,32.705599,31.597247,35.196867,0.986383,86.030785,
92,0.946189,0.916963,0.918835,0.949177,0.967176,6.524374,6.524374,0.469368,0.857187,0.918112,0.946430,32.676015,30.816386,36.002172,0.986299,85.967472,
93,0.946835,0.915735,0.919126,0.948828,0.968967,6.586943,6.863851,0.466900,0.856130,0.917539,0.946212,32.573780,30.935320,36.067520,0.986299,86.136783,
94,0.945163,0.915174,0.915786,0.946862,0.968036,6.586943,6.586943,0.463094,0.855425,0.917166,0.946229,32.504291,30.301354,36.109378,0.985980,85.773268,
95,0.944175,0.915481,0.913755,0.945809,0.967603,6.806458,6.806458,0.462554,0.855265,0.917443,0.946444,32.525656,30.650662,36.085907,0.985928,85.834083,
96,0.945430,0.914876,0.917905,0.946942,0.968725,6.721597,7.081063,0.460479,0.855037,0.917351,0.946798,32.425147,31.097947,35.242662,0.985924,86.032471,
97,0.946457,0.914518,0.914303,0.949267,0.970555,6.721597,6.721597,0.459958,0.854318,0.916602,0.945120,32.490673,30.764355,36.175124,0.985627,86.091186,
98,0.945144,0.913010,0.916628,0.946554,0.968829,6.857419,6.857419,0.456510,0.853725,0.916361,0.945894,32.383546,30.377600,35.908154,0.985389,86.016150,
99,0.946206,0.912974,0.916927,0.947107,0.970490,6.910892,6.910892,0.456030,0.853880,0.916663,0.945899,32.396090,31.157763,35.002370,0.985359,86.312554,
100,0.945732,0.910937,0.915765,0.949192,0.969632,6.767764,7.277912,0.454159,0.854359,0.917424,0.947188,32.286778,31.789654,36.115168,0.985453,86.187372,
101,0.945402,0.910667,0.915234,0.950480,0.968572,6.767764,6.767764,0.452491,0.854737,0.917625,0.945991,32.296201,32.194860,34.280669,0.985415,86.034891,
102,0.773009,0.810627,0.736211,0.774653,0.778870,7.050521,7.077435,0.249602,0.495777,0.582473,0.649935,22.715435,29.429089,34.633238,0.858972,29.682258,
103,0.771641,0.807815,0.736209,0.769739,0.780124,6.475636,7.050521,0.258249,0.507864,0.594001,0.659976,23.431216,29.906210,34.230838,0.867275,29.241168,
104,0.763168,0.807111,0.730370,0.753803,0.773676,6.475636,6.475636,0.248337,0.494746,0.580980,0.647177,22.678205,29.219356,34.310076,0.854005,27.398105,
105,0.777453,0.804021,0.730464,0.765986,0.803069,6.802963,7.105297,0.252496,0.505228,0.589264,0.649424,22.877579,29.719665,35.173346,0.856156,30.038594,
106,0.759933,0.804587,0.724469,0.765164,0.759756,6.802963,6.802963,0.244119,0.497215,0.582876,0.643469,22.896002,28.659593,34.079499,0.856852,26.979619,
107,0.752021,0.796897,0.722408,0.754134,0.751075,6.861193,6.861193,0.243417,0.497709,0.581811,0.642700,22.382638,29.531638,34.057698,0.855334,25.667539,
108,0.756273,0.801641,0.725006,0.763735,0.751887,6.686553,7.061534,0.251950,0.509067,0.593420,0.656270,22.823172,29.968582,33.266650,0.867439,26.686191,
109,0.767402,0.804146,0.733527,0.764068,0.775795,6.686553,6.686553,0.247317,0.506811,0.593993,0.657621,22.602713,29.756907,34.806779,0.866670,28.706514,
110,0.759515,0.798617,0.735033,0.760360,0.758914,6.571609,6.852252,0.246130,0.507498,0.596735,0.664393,22.912387,29.810427,34.840666,0.871278,27.643878,
111,0.758457,0.803741,0.734807,0.753932,0.759919,6.571609,6.571609,0.243247,0.501324,0.588172,0.652690,22.368956,29.605312,35.116308,0.863309,26.944682,
112,0.759527,0.803628,0.737399,0.766459,0.751069,7.060270,7.060270,0.239988,0.501190,0.590288,0.658394,22.323760,29.643859,34.638679,0.860433,27.895357,
113,0.762589,0.800218,0.735753,0.759782,0.766799,6.542835,7.073530,0.242634,0.512935,0.604169,0.672758,22.946131,29.685542,34.821165,0.872622,28.557604,
114,0.756064,0.801098,0.732660,0.759196,0.750949,6.542835,6.542835,0.231268,0.496359,0.587647,0.657743,22.531779,29.165083,34.908278,0.860118,26.963888,
115,0.763726,0.796967,0.735793,0.766365,0.765461,6.841133,7.047639,0.235572,0.505524,0.595768,0.663087,22.679992,29.865799,34.788358,0.864185,28.636807,
116,0.750646,0.798547,0.727173,0.757436,0.741622,6.690120,6.841133,0.233593,0.502370,0.593573,0.660503,22.839274,29.755457,34.989473,0.865990,26.255597,
117,0.760767,0.802464,0.738355,0.757868,0.761212,6.678362,6.690120,0.232937,0.503075,0.594218,0.661024,22.673228,29.497872,35.342549,0.865242,27.948404,
118,0.759435,0.796115,0.728458,0.757292,0.765780,6.547482,6.678362,0.231678,0.501154,0.592299,0.658575,22.811825,29.320699,34.538476,0.864297,27.516701,
119,0.762719,0.801966,0.734265,0.772097,0.757151,6.547482,6.547482,0.236926,0.513589,0.607480,0.675476,22.634297,29.723756,34.373952,0.869567,28.797485,
120,0.766237,0.803704,0.739496,0.777495,0.758757,6.404160,6.596601,0.233481,0.511113,0.606336,0.676810,22.869067,28.724028,35.153961,0.871383,29.389928,
121,0.758410,0.794561,0.726382,0.765474,0.757676,6.404160,6.404160,0.228045,0.501298,0.594898,0.666409,22.378519,29.264185,33.949778,0.863489,27.658594,
122,0.754987,0.799798,0.737522,0.753480,0.750243,6.789361,6.789361,0.231324,0.509468,0.603661,0.673716,22.392968,29.854307,34.050230,0.865907,27.709801,
123,0.766151,0.801575,0.735062,0.762567,0.773965,6.436520,6.791209,0.231077,0.514986,0.612868,0.686676,22.844620,30.271765,34.736111,0.874724,29.937163,
124,0.774051,0.804220,0.745977,0.777646,0.776099,6.436520,6.436520,0.233291,0.513043,0.606674,0.678367,22.712771,29.179607,34.305494,0.870828,30.782327,
125,0.779625,0.799729,0.738668,0.780301,0.795434,6.637302,6.637302,0.229081,0.508438,0.603058,0.672679,22.645258,28.422604,35.370951,0.866399,31.702568,
126,0.769451,0.808932,0.745545,0.770991,0.767595,6.749314,6.798575,0.224619,0.499352,0.593606,0.664235,22.682755,29.804532,35.256356,0.866678,29.761131,
127,0.781461,0.800896,0.746723,0.787045,0.789828,6.571453,6.749314,0.226214,0.506221,0.600765,0.669770,22.753511,29.098482,35.350092,0.868935,31.843468,
128,0.786134,0.807983,0.752991,0.791318,0.792938,6.418475,6.571453,0.227673,0.509910,0.604377,0.672547,23.004451,28.983928,35.709475,0.871167,32.604473,
129,0.783605,0.804669,0.753464,0.787682,0.789871,6.418475,6.418475,0.227156,0.512634,0.607694,0.676921,22.601705,29.733730,35.301214,0.876045,32.390160,
130,0.780494,0.805761,0.756638,0.791452,0.775883,6.424904,6.565057,0.226515,0.508827,0.603420,0.673859,22.729217,28.678134,35.223228,0.874503,31.731634,
131,0.774391,0.801096,0.745935,0.777209,0.778802,6.424904,6.424904,0.223534,0.505378,0.601741,0.673722,22.443475,29.890579,35.068695,0.871229,30.762826,
132,0.783770,0.812105,0.758027,0.785944,0.786416,6.123155,6.657275,0.233410,0.521123,0.618907,0.691705,23.073492,29.530727,35.306859,0.881986,32.864185,
133,0.777071,0.809745,0.748566,0.776909,0.781713,6.123155,6.123155,0.224272,0.512755,0.613279,0.689760,23.003630,30.243763,33.918201,0.883866,31.770833,
134,0.772859,0.794643,0.741855,0.783764,0.773670,6.204433,6.223815,0.223970,0.510858,0.608835,0.681556,23.154810,29.662666,35.046666,0.878892,30.682455,
135,0.786004,0.806874,0.748663,0.785276,0.800935,6.204433,6.204433,0.221342,0.502265,0.600705,0.673915,23.003516,29.385939,34.703695,0.873987,32.614908,
136,0.789062,0.806248,0.751288,0.780756,0.812893,6.263752,6.503900,0.226130,0.510862,0.607492,0.680004,23.156275,29.459240,35.528807,0.878511,33.383390,
137,0.790920,0.806222,0.745540,0.796213,0.807546,6.028029,6.263752,0.227007,0.515652,0.613566,0.687917,23.448579,28.638251,35.711141,0.879512,33.884250,
138,0.798263,0.808044,0.755277,0.802807,0.815889,5.987320,6.028029,0.226266,0.517718,0.616871,0.689551,23.477414,30.261133,35.648550,0.884085,35.219569,
139,0.803545,0.807603,0.755171,0.806486,0.828418,5.987320,5.987320,0.228851,0.523971,0.623655,0.698485,23.313409,29.883934,35.067652,0.892341,36.580129,
140,0.803961,0.807829,0.755191,0.810279,0.825895,5.792538,5.998427,0.233964,0.530403,0.631001,0.706267,23.454199,29.488411,33.994150,0.895499,36.855622,
141,0.807186,0.812461,0.760314,0.808818,0.831815,5.792538,5.792538,0.235429,0.529758,0.628924,0.703446,23.337700,29.325677,34.153909,0.893925,37.235098,
142,0.804299,0.808514,0.757145,0.809110,0.826681,5.669427,5.863647,0.231279,0.529060,0.629385,0.705854,23.762001,29.796615,34.666948,0.895528,36.794052,
143,0.807155,0.807513,0.757653,0.814741,0.830032,5.509978,5.669427,0.230519,0.533019,0.636965,0.715146,23.920662,30.261854,34.268169,0.901061,37.719181,
144,0.803197,0.802180,0.753743,0.793474,0.842976,5.468729,5.509978,0.228714,0.532437,0.635596,0.712166,24.111396,28.968298,35.423105,0.897025,36.820619,
145,0.803591,0.802877,0.756550,0.805349,0.831229,5.468729,5.468729,0.224957,0.520168,0.622273,0.697682,23.941184,28.883432,34.595906,0.887739,36.148464,
146,0.814983,0.804019,0.756431,0.814013,0.857294,5.579163,5.678803,0.227972,0.526291,0.626972,0.700719,24.074337,30.219489,34.621498,0.889738,38.348757,
147,0.814179,0.806622,0.759236,0.813685,0.852132,5.524725,5.579163,0.230873,0.527744,0.626893,0.699274,24.215834,28.767352,34.762889,0.889104,38.027775,
148,0.808297,0.801236,0.755545,0.809293,0.842947,5.524725,5.524725,0.227635,0.522138,0.621873,0.696474,23.991118,29.992478,34.619183,0.889648,36.891151,
149,0.819781,0.813063,0.765532,0.819410,0.856551,5.305277,5.654541,0.237827,0.540446,0.641149,0.715746,24.468621,29.947496,34.889539,0.902718,39.684063,
150,0.817935,0.806719,0.757694,0.816323,0.862152,5.253404,5.305277,0.231896,0.534356,0.638121,0.715920,24.478626,29.433669,34.048333,0.906367,39.416387,
151,0.824153,0.806967,0.763972,0.822903,0.870993,5.026001,5.253404,0.237025,0.545296,0.649461,0.730232,24.804233,29.271973,35.198351,0.910885,41.089609,
152,0.813683,0.802190,0.752423,0.815341,0.856474,5.026001,5.026001,0.233163,0.537539,0.642410,0.725239,24.702982,29.882754,34.847897,0.902364,38.974645,
153,0.823801,0.814942,0.764717,0.824307,0.864685,4.938792,5.104186,0.237758,0.547423,0.652603,0.735514,25.021233,29.836382,35.204697,0.910876,41.262320,
154,0.812484,0.801493,0.752272,0.818670,0.850130,4.938792,4.938792,0.229020,0.535520,0.639863,0.722909,24.673887,30.083553,34.928370,0.903645,38.569805,
155,0.817244,0.809390,0.764435,0.817528,0.853728,5.152715,5.152715,0.230233,0.538958,0.643610,0.724270,24.613909,27.928466,34.362810,0.900816,39.689530,
156,0.812677,0.800247,0.750540,0.814419,0.856405,5.223903,5.223903,0.230079,0.537255,0.640032,0.719765,24.434528,29.665729,34.447178,0.900867,38.659099,
157,0.818809,0.812170,0.757939,0.819288,0.859599,5.279253,5.279253,0.232617,0.538490,0.641264,0.719415,24.504727,29.557059,34.056254,0.902129,39.764194,
158,0.815278,0.805489,0.750490,0.813107,0.862455,5.285892,5.285892,0.229061,0.532669,0.635165,0.711789,24.179093,29.913063,34.886367,0.902621,38.744903,
159,0.820640,0.803691,0.757456,0.815051,0.872405,5.151604,5.463030,0.236124,0.550729,0.655193,0.731860,24.496290,30.023405,35.377516,0.913901,40.692780,
160,0.820768,0.811129,0.763960,0.810017,0.868926,4.956886,5.151604,0.238537,0.550150,0.655718,0.735202,24.850014,29.535539,34.384017,0.917529,40.726058,
161,0.817051,0.805958,0.761944,0.812434,0.859493,4.764907,4.956886,0.239592,0.558444,0.665443,0.745970,25.119986,31.020133,35.733567,0.920979,40.535833,
162,0.815637,0.806776,0.760330,0.803904,0.863796,4.764907,4.764907,0.233129,0.543555,0.650408,0.732703,24.785246,29.588462,34.178027,0.912808,39.537920,
163,0.820371,0.803214,0.763526,0.811226,0.870551,4.840981,5.027602,0.238545,0.556308,0.662863,0.745300,25.011474,30.182884,36.056625,0.918094,41.157684,
