Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,vmaf,
97,0.956007,0.899809,0.906077,0.961889,0.982545,1.209212,1.209212,0.567373,0.946964,0.977371,0.984981,35.018024,43.688896,44.242557,87.312323,
98,0.955732,0.903119,0.901915,0.960223,0.983524,1.322873,1.322873,0.568226,0.949613,0.979208,0.986078,35.024372,43.583221,44.123527,87.566321,
99,0.954825,0.906466,0.901858,0.955290,0.984374,1.347425,1.347425,0.565435,0.943614,0.975890,0.982931,34.888868,43.034384,44.043897,86.996444,
100,0.954390,0.898504,0.904107,0.959578,0.981716,1.173215,1.453520,0.566815,0.944758,0.976992,0.984364,34.871535,43.382729,43.999722,86.851620,
101,0.955379,0.901381,0.904521,0.961782,0.981780,1.173215,1.173215,0.564350,0.944743,0.977015,0.983877,34.921956,43.183620,44.022020,87.030111,
102,0.953753,0.900433,0.901148,0.957860,0.982465,1.232220,1.232220,0.567848,0.943807,0.975226,0.981731,34.972340,43.013869,44.010326,86.496955,
103,0.952826,0.899033,0.901111,0.955987,0.981820,1.105332,1.260038,0.565697,0.947098,0.978278,0.984788,34.824373,43.333168,44.035080,86.530974,
104,0.953661,0.902552,0.901095,0.954675,0.983591,1.105332,1.105332,0.567019,0.944816,0.976123,0.983078,34.903693,43.425201,44.069920,86.471503,
105,0.955443,0.901513,0.900488,0.961722,0.982903,0.785656,1.845743,0.569911,0.943771,0.976040,0.982924,35.054486,43.235267,44.099620,86.434374,
106,0.955841,0.904113,0.902650,0.960129,0.983678,0.785656,0.785656,0.566687,0.946687,0.977312,0.983903,35.025226,43.644267,44.033212,86.666319,
107,0.956194,0.903698,0.903081,0.959608,0.984622,1.186973,1.186973,0.570794,0.946609,0.977642,0.984453,35.051061,43.360505,44.191619,87.287693,
108,0.954877,0.902683,0.902483,0.961676,0.980519,1.359262,1.529080,0.569684,0.945015,0.975753,0.982008,35.043849,43.657951,44.092582,86.938315,
109,0.953863,0.903893,0.902894,0.956465,0.981154,0.862517,1.359262,0.569557,0.946827,0.977211,0.983151,35.025922,43.551583,44.055414,86.268627,
110,0.954695,0.902088,0.900526,0.960027,0.981746,0.862517,0.862517,0.571065,0.941590,0.973670,0.980617,35.060600,43.574570,44.143460,86.075557,
111,0.954576,0.898874,0.901364,0.960900,0.981317,1.222578,1.222578,0.565592,0.941308,0.974435,0.981451,34.989066,43.616545,44.107484,86.602961,
112,0.956155,0.905736,0.900678,0.960443,0.983943,1.874789,1.987386,0.568139,0.945129,0.976486,0.983886,34.964266,43.721554,44.122982,88.028595,
113,0.952987,0.900918,0.900584,0.955363,0.981462,1.538220,1.874789,0.569472,0.943726,0.975587,0.981890,35.014745,43.700496,44.118082,86.733808,
114,0.953057,0.903534,0.900307,0.959444,0.978661,1.538220,1.538220,0.571904,0.944359,0.975312,0.981605,35.068153,43.579614,44.189129,86.711507,
115,0.952862,0.902782,0.893830,0.956608,0.983020,1.899056,1.899056,0.568526,0.947601,0.978223,0.984702,34.943948,43.679048,43.991787,87.498516,
116,0.952059,0.901533,0.897866,0.956934,0.980422,2.616460,2.822761,0.568317,0.946803,0.977700,0.984140,34.986083,43.561864,44.006612,88.129020,
117,0.953830,0.903736,0.902040,0.957104,0.982553,2.276496,2.616460,0.567794,0.947752,0.977884,0.984686,34.975637,43.518041,44.172567,88.151389,
118,0.954293,0.899343,0.898814,0.959680,0.984384,2.223845,2.276496,0.561291,0.946030,0.977386,0.984267,34.798910,43.486638,44.088797,88.137223,
119,0.951759,0.895725,0.900040,0.955878,0.981368,1.528529,2.223845,0.558571,0.946305,0.977794,0.984749,34.687869,43.563061,44.048715,86.808779,
120,0.953387,0.899423,0.904152,0.961824,0.978387,1.528529,1.528529,0.566077,0.946431,0.977514,0.984775,34.894533,43.170038,43.175071,87.134179,
121,0.954286,0.904584,0.900092,0.960356,0.981912,1.826890,1.826890,0.564339,0.947168,0.978549,0.984461,34.837189,42.737975,43.233935,87.716546,
122,0.951577,0.904173,0.897622,0.951327,0.982958,2.215120,2.654641,0.563291,0.946160,0.978050,0.985528,34.821261,42.485847,42.943961,87.671046,
123,0.952157,0.900756,0.894650,0.957564,0.981913,2.067143,2.215120,0.556385,0.941679,0.974737,0.981544,34.606496,42.595015,42.816297,87.154319,
124,0.951821,0.899459,0.897390,0.954406,0.982189,2.067143,2.067143,0.561270,0.944087,0.977509,0.984641,34.588994,42.198489,43.232381,87.447509,
125,0.954195,0.898210,0.899704,0.959987,0.983264,2.274670,2.337447,0.565539,0.946326,0.978551,0.985451,34.839453,42.959353,43.306679,88.317528,
126,0.952795,0.897734,0.900844,0.957701,0.981802,1.848424,2.274670,0.564033,0.946050,0.977302,0.983656,34.834653,42.394514,43.233491,87.302376,
127,0.952187,0.898461,0.894533,0.956606,0.983021,1.741419,1.848424,0.558196,0.945994,0.976414,0.983358,34.630578,43.001648,43.245270,86.989197,
128,0.952955,0.903081,0.892829,0.956849,0.983453,1.741419,1.741419,0.561673,0.947155,0.977481,0.984036,34.780656,43.628682,44.068306,87.251100,
129,0.951694,0.901356,0.896098,0.957420,0.978978,1.271578,2.143877,0.564221,0.944987,0.976518,0.982926,34.823933,43.595989,44.181668,86.265754,
130,0.953947,0.895566,0.899921,0.962142,0.980477,1.271578,1.271578,0.562643,0.943634,0.976292,0.983198,34.755715,43.680278,44.296651,86.759328,
131,0.953333,0.899736,0.900092,0.959173,0.980369,1.608721,1.608721,0.561811,0.944561,0.977370,0.984493,34.814604,43.449625,44.283064,87.194754,
132,0.953193,0.901656,0.894954,0.957604,0.982133,0.954166,1.863452,0.558049,0.943310,0.976746,0.983250,34.699891,43.009229,44.254614,86.240181,
133,0.952770,0.901166,0.894503,0.957542,0.981761,0.954166,0.954166,0.559115,0.945806,0.977573,0.984066,34.690475,43.369427,44.209921,86.254598,
134,0.955928,0.894801,0.898750,0.963848,0.984702,1.114537,1.114537,0.563003,0.947875,0.977891,0.983938,34.750062,43.239710,44.152500,87.128828,
135,0.953192,0.899377,0.900415,0.957282,0.981357,1.353675,1.353675,0.565107,0.946650,0.978721,0.985507,34.852773,43.626981,44.076113,86.991229,
136,0.952927,0.903594,0.900930,0.958877,0.978194,1.226120,1.669822,0.559988,0.944660,0.977170,0.984115,34.752344,43.322055,44.319961,86.604052,
137,0.952254,0.901999,0.896057,0.954689,0.981796,1.226120,1.226120,0.562218,0.949041,0.978579,0.984701,34.744087,43.493702,44.202979,86.574776,
138,0.952724,0.901901,0.895781,0.957237,0.981115,1.279552,1.295776,0.563812,0.946476,0.977898,0.984590,34.833555,42.831646,44.195218,86.692964,
139,0.952648,0.901312,0.897266,0.956957,0.980707,0.933398,1.279552,0.566619,0.948033,0.978906,0.984982,34.840008,43.069505,44.229418,86.324623,
140,0.954345,0.900221,0.898658,0.958686,0.983183,0.933398,0.933398,0.567864,0.947274,0.978135,0.984647,34.942213,43.148003,44.177253,86.623129,
141,0.953302,0.903365,0.896893,0.956152,0.982923,1.081744,1.875609,0.567068,0.948981,0.978487,0.984740,34.861046,43.444263,44.268112,86.611280,
142,0.953849,0.908004,0.899787,0.958799,0.980085,0.700340,1.081744,0.571369,0.950032,0.979253,0.985680,35.016259,43.430307,44.280804,86.360118,
143,0.953969,0.903325,0.899398,0.962518,0.978941,0.700340,0.700340,0.568138,0.947785,0.978844,0.986251,34.997445,43.622366,44.383702,86.414232,
144,0.954388,0.904113,0.898862,0.959594,0.982098,0.868770,0.986740,0.565083,0.946071,0.978152,0.984992,34.877794,43.132796,44.306017,86.583289,
145,0.952782,0.905892,0.897295,0.956228,0.980921,0.868770,0.868770,0.569523,0.946322,0.977008,0.984096,34.972962,43.620425,44.353725,86.110375,
146,0.951943,0.901807,0.894004,0.952847,0.983628,0.665201,1.053577,0.561711,0.943311,0.976130,0.983958,34.744653,43.352742,44.338241,85.639393,
147,0.954377,0.904025,0.895281,0.959131,0.983808,0.665201,0.665201,0.560263,0.943304,0.976300,0.983281,34.768835,43.557319,44.374745,86.115729,
148,0.952260,0.902656,0.899907,0.955674,0.979809,0.891201,1.957079,0.568040,0.948417,0.978636,0.985704,34.956017,43.584183,44.406903,86.233562,
149,0.953733,0.904406,0.897129,0.958239,0.981989,0.891201,0.891201,0.567960,0.946752,0.977515,0.984541,34.917032,43.285738,44.321386,86.403070,
150,0.952924,0.899334,0.895388,0.957388,0.982724,1.032979,1.794518,0.561144,0.947285,0.977856,0.984228,34.760862,42.905513,44.226069,86.409382,
151,0.955002,0.904450,0.897543,0.959487,0.983958,0.909132,1.032979,0.564744,0.947807,0.978360,0.985485,34.868042,43.559471,44.274876,86.817921,
152,0.951475,0.903715,0.900285,0.952983,0.979585,0.719506,0.909132,0.565949,0.944645,0.977479,0.984991,34.914318,43.559950,44.366670,85.741540,
153,0.952974,0.900570,0.897104,0.956983,0.982200,0.719506,0.719506,0.565995,0.944927,0.976331,0.983497,34.910161,42.926969,44.444285,85.893688,
154,0.955843,0.903187,0.900322,0.957701,0.986449,0.805098,0.805098,0.568027,0.946540,0.978367,0.985505,34.991220,43.194164,44.259952,86.861513,
155,0.953744,0.905160,0.900866,0.955338,0.982676,1.053517,1.064617,0.568672,0.947034,0.977506,0.984562,35.032265,43.510229,44.434324,86.606230,
156,0.954408,0.904319,0.903127,0.957065,0.982377,0.904823,1.053517,0.563062,0.946142,0.978197,0.985677,34.899905,43.120237,44.326236,86.692737,
157,0.954135,0.899997,0.896671,0.961305,0.982162,0.904823,0.904823,0.564042,0.946830,0.978696,0.985760,34.907354,42.962688,44.445165,86.662423,
158,0.953909,0.901627,0.898243,0.958737,0.982368,1.031257,1.031257,0.567113,0.948066,0.978823,0.985105,34.980621,42.914372,44.432276,86.720404,
159,0.954636,0.901236,0.904929,0.958677,0.981393,1.791347,1.914143,0.567035,0.950153,0.979824,0.986748,34.967003,42.941678,44.352001,87.989734,
160,0.952934,0.902863,0.897570,0.957603,0.980908,0.754680,1.791347,0.560782,0.944596,0.976921,0.984583,34.789920,43.323867,44.456915,86.050560,
161,0.953010,0.901257,0.898671,0.956303,0.982020,0.754680,0.754680,0.562906,0.946938,0.978367,0.985439,34.851887,42.770172,44.514956,86.199189,
162,0.954584,0.904740,0.900450,0.962789,0.979348,1.044076,2.344682,0.565976,0.947104,0.977638,0.983802,34.962836,43.069505,44.447806,86.724813,
163,0.953393,0.900412,0.900761,0.958559,0.980318,1.044076,1.044076,0.566046,0.947426,0.978082,0.984839,34.925273,42.886416,44.586493,86.572740,
