Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
57,0.688273,0.791359,0.578200,0.664261,0.733753,4.376933,4.376933,0.109282,0.252198,0.330245,0.413207,22.118252,30.308250,35.317114,0.657415,15.089850,
58,0.676990,0.794516,0.562350,0.670834,0.705468,4.410045,4.410045,0.109801,0.252670,0.329020,0.413874,22.126210,30.326993,35.371875,0.654839,13.683256,
59,0.682537,0.796120,0.571953,0.673043,0.713170,4.426474,4.503894,0.108933,0.252008,0.329738,0.417470,22.083548,30.250323,35.272372,0.656678,14.497987,
60,0.671594,0.790075,0.560684,0.652962,0.707505,4.426474,4.426474,0.108995,0.250189,0.327118,0.411129,22.120285,30.301175,35.308137,0.654999,13.090006,
61,0.686875,0.802368,0.566467,0.671746,0.725500,4.477408,4.477408,0.109764,0.251370,0.328988,0.411837,22.134264,30.340705,35.305118,0.657659,14.992282,
62,0.686950,0.794517,0.562334,0.670830,0.729989,4.526395,4.526395,0.108622,0.250686,0.328588,0.414867,22.105353,30.322397,35.369772,0.656148,15.141104,
63,0.684187,0.800401,0.550526,0.667545,0.729210,4.550384,4.569063,0.109299,0.249885,0.327402,0.413446,22.179949,30.364615,35.333078,0.656195,14.811711,
64,0.686134,0.795413,0.559439,0.664645,0.735353,4.440232,4.550384,0.108644,0.249959,0.326418,0.410385,22.112019,30.341360,35.333843,0.654061,14.931372,
65,0.679052,0.793900,0.557173,0.652727,0.728426,4.440232,4.440232,0.107271,0.248299,0.325507,0.410386,22.113341,30.379081,35.425260,0.650905,14.127387,
66,0.678682,0.788280,0.565984,0.658437,0.720098,4.486765,4.521574,0.108291,0.250684,0.327036,0.411275,22.059985,30.324453,35.336967,0.655653,14.011393,
67,0.679964,0.789152,0.562398,0.656197,0.727745,4.486765,4.486765,0.109616,0.252580,0.329289,0.415745,22.093313,30.310039,35.348644,0.657207,14.153085,
68,0.676065,0.788611,0.555474,0.649555,0.726869,4.490535,4.490535,0.109069,0.252579,0.330585,0.418996,22.122828,30.345136,35.224319,0.659200,13.726236,
69,0.681501,0.790659,0.563443,0.659143,0.728620,4.585436,4.585436,0.107853,0.250954,0.329120,0.417285,22.055024,30.304108,35.279358,0.657642,14.534766,
70,0.673763,0.795243,0.558504,0.655577,0.710779,4.600852,4.600852,0.109477,0.252464,0.330077,0.418826,22.195768,30.368590,35.305053,0.658054,13.515105,
71,0.676089,0.791872,0.579952,0.662874,0.701873,4.561555,4.710339,0.108514,0.253104,0.330819,0.418791,22.068885,30.288901,35.210157,0.659488,13.758934,
72,0.676615,0.789540,0.562063,0.654653,0.720141,4.506336,4.561555,0.108300,0.251181,0.328968,0.414766,22.119189,30.344043,35.229087,0.654690,13.799321,
73,0.677603,0.789840,0.568914,0.659196,0.714740,4.506336,4.506336,0.109285,0.251794,0.329294,0.414646,22.183302,30.412794,35.204001,0.656129,13.882662,
74,0.668038,0.785735,0.566137,0.638207,0.709169,4.612203,4.687213,0.108513,0.249218,0.325732,0.412383,22.181564,30.377717,35.233109,0.653900,12.858422,
75,0.679158,0.792959,0.567487,0.645501,0.729030,4.612203,4.612203,0.108694,0.251773,0.331012,0.418760,22.216211,30.392686,35.230413,0.657593,14.230917,
76,0.678433,0.783802,0.570886,0.637782,0.733526,5.012439,5.012439,0.107504,0.247589,0.325598,0.413074,22.235455,30.395276,35.335348,0.651112,14.531494,
77,0.675674,0.790475,0.573396,0.646556,0.716784,5.163393,5.163393,0.107145,0.249073,0.326865,0.412058,22.205651,30.393275,35.258733,0.655105,14.206287,
78,0.674961,0.787759,0.548475,0.667028,0.711672,5.416334,5.445758,0.107040,0.247608,0.325270,0.411337,22.258251,30.444773,35.293804,0.652211,14.354582,
79,0.677999,0.785624,0.567924,0.653798,0.721712,5.233166,5.416334,0.107217,0.248845,0.326861,0.411570,22.261896,30.441758,35.296803,0.652770,14.546682,
80,0.666565,0.782489,0.561292,0.645935,0.703078,5.233166,5.233166,0.106207,0.246068,0.324974,0.414032,22.242176,30.425707,35.240492,0.649118,13.304586,
81,0.666063,0.782892,0.570277,0.643170,0.699864,5.220864,5.343257,0.105509,0.244921,0.321845,0.407240,22.243064,30.484741,35.332254,0.643981,13.184746,
82,0.663037,0.774552,0.550992,0.638864,0.707103,5.220864,5.220864,0.104692,0.243752,0.321608,0.410205,22.243042,30.483195,35.348451,0.644788,12.926445,
83,0.667464,0.776809,0.558606,0.657304,0.698883,5.371129,5.371129,0.104267,0.244122,0.320617,0.408227,22.257800,30.462494,35.195697,0.646262,13.539394,
84,0.668101,0.780145,0.560602,0.654596,0.701585,5.394115,5.394115,0.104957,0.244924,0.321776,0.406489,22.292526,30.445087,35.262817,0.648279,13.551294,
85,0.667062,0.773533,0.559417,0.657498,0.698954,5.518686,5.518686,0.102907,0.244067,0.323047,0.411955,22.247456,30.390564,35.133286,0.648318,13.662251,
86,0.662723,0.770973,0.540014,0.648310,0.705448,5.570319,5.818387,0.102567,0.245306,0.323809,0.410424,22.189652,30.404063,35.173651,0.651091,13.080031,
87,0.676202,0.766037,0.549051,0.662939,0.724901,5.570319,5.570319,0.101665,0.243178,0.320923,0.404241,22.235005,30.457893,35.115565,0.648189,14.756379,
88,0.660868,0.766436,0.542161,0.648742,0.697413,5.984275,6.012452,0.102663,0.244235,0.323988,0.410352,22.321260,30.466857,35.059506,0.650611,13.182748,
89,0.661849,0.770502,0.529077,0.646179,0.707895,5.984275,5.984275,0.101365,0.242956,0.323172,0.410114,22.308344,30.458176,35.180128,0.647290,13.372828,
90,0.666797,0.766956,0.529854,0.660504,0.709920,6.005824,6.005824,0.099842,0.241496,0.322644,0.410822,22.314904,30.468576,35.174485,0.645598,14.094139,
91,0.646730,0.751747,0.524771,0.639856,0.682412,6.283409,6.283409,0.098820,0.237951,0.316959,0.405832,22.280023,30.482159,35.198242,0.642661,11.951014,
