Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,vmaf,
168,0.988152,0.978906,0.979935,0.987727,0.993427,1.931310,1.967718,0.802155,0.983623,0.991919,0.995004,43.119750,44.967631,45.659490,96.555191,
169,0.988484,0.977821,0.981399,0.987408,0.994254,1.580916,1.931310,0.804354,0.984334,0.992021,0.994658,43.199996,45.041712,45.464128,96.148134,
170,0.988513,0.979259,0.978288,0.989321,0.993743,1.580916,1.580916,0.806969,0.984004,0.991750,0.994476,43.288378,45.045752,45.626634,96.126185,
171,0.989040,0.978351,0.980491,0.988337,0.995015,2.320510,2.425481,0.804871,0.984808,0.992673,0.995100,43.214004,44.908154,45.657551,97.303887,
172,0.988532,0.978578,0.980569,0.989095,0.993251,2.320510,2.320510,0.802829,0.983054,0.990890,0.993900,43.110464,44.911419,45.510370,97.008739,
173,0.988641,0.978823,0.980100,0.989572,0.993466,3.783883,3.864429,0.801692,0.983974,0.991733,0.993906,43.012603,44.845618,45.548402,98.960742,
174,0.989007,0.980132,0.979510,0.989691,0.993905,3.318402,3.783883,0.800359,0.983378,0.991552,0.994398,42.835543,44.526000,45.555594,98.472976,
175,0.987399,0.979440,0.975946,0.987597,0.993177,3.318402,3.318402,0.798456,0.984131,0.991816,0.994556,42.780207,44.487319,45.233693,98.149006,
176,0.988422,0.977608,0.979333,0.989575,0.993322,3.360862,3.360862,0.797594,0.983855,0.991982,0.994842,42.720831,44.249843,45.333322,98.455764,
177,0.988473,0.977925,0.980010,0.989339,0.993211,3.738367,3.738367,0.794457,0.983584,0.991786,0.995004,42.639065,44.194664,45.511120,98.951113,
178,0.988092,0.978023,0.978985,0.988689,0.992956,4.968286,5.446186,0.795150,0.984080,0.991912,0.994870,42.618646,44.074497,45.389108,100.000000,
179,0.988562,0.978776,0.978198,0.988272,0.994382,4.538462,4.968286,0.795882,0.983710,0.991592,0.994835,42.597171,44.003961,45.119476,99.963512,
180,0.989982,0.979337,0.981806,0.989006,0.995524,4.538462,4.538462,0.796911,0.984272,0.992320,0.995281,42.649142,44.046305,45.186461,100.000000,
181,0.989562,0.979400,0.980208,0.989810,0.994800,5.169214,5.169214,0.795384,0.984411,0.991986,0.994716,42.567322,44.136077,45.307484,100.000000,
182,0.988864,0.977649,0.981567,0.989313,0.993624,6.426453,6.426453,0.791326,0.983065,0.991271,0.994488,42.268299,43.920231,45.151113,100.000000,
183,0.988352,0.978111,0.981987,0.987881,0.993219,5.105124,8.662288,0.797255,0.984155,0.992097,0.994771,42.526157,44.102330,45.174994,100.000000,
184,0.988825,0.978134,0.980388,0.988479,0.994379,5.105124,5.105124,0.798409,0.984477,0.992014,0.994912,42.501992,44.070996,45.372733,100.000000,
185,0.990165,0.977943,0.981320,0.990941,0.995210,7.959460,7.959460,0.799793,0.985242,0.992516,0.995030,42.504243,43.911141,45.311422,100.000000,
186,0.988702,0.977695,0.980638,0.989087,0.993801,10.034147,10.034147,0.798499,0.984789,0.992639,0.995828,42.454338,43.872916,45.063982,100.000000,
187,0.988957,0.978074,0.981017,0.988972,0.994269,7.295723,10.210482,0.795823,0.983320,0.991455,0.994258,42.309949,43.819248,45.096920,100.000000,
188,0.989375,0.976892,0.983339,0.990723,0.993677,5.219625,7.295723,0.798433,0.985728,0.992961,0.995436,42.395841,43.739970,45.070414,100.000000,
189,0.989323,0.978092,0.981262,0.990215,0.994378,5.219625,5.219625,0.802156,0.985470,0.992842,0.995452,42.489024,43.748458,44.953757,100.000000,
190,0.988020,0.978131,0.980916,0.988779,0.992540,7.187324,7.187324,0.795510,0.983875,0.991432,0.994085,42.256585,43.843700,44.864639,100.000000,
191,0.988233,0.977481,0.981119,0.990252,0.992126,7.775769,8.536098,0.799285,0.984270,0.991581,0.993861,42.382410,43.696544,44.964985,100.000000,
192,0.988834,0.978807,0.983007,0.989005,0.993269,6.386274,7.775769,0.798909,0.985868,0.992991,0.995284,42.334736,43.818740,45.040366,100.000000,
193,0.988147,0.978289,0.979114,0.989223,0.993265,6.386274,6.386274,0.799219,0.984870,0.992508,0.995532,42.353725,43.588998,44.906196,100.000000,
194,0.987167,0.977255,0.980351,0.987673,0.991855,6.709858,6.709858,0.796950,0.983021,0.991299,0.994121,42.289454,43.604925,44.912399,100.000000,
195,0.988195,0.977232,0.980524,0.988821,0.993408,6.713710,6.713710,0.796340,0.984206,0.992137,0.994855,42.282806,43.845744,44.976905,100.000000,
196,0.988576,0.979003,0.981849,0.988248,0.993848,7.098114,7.890913,0.798781,0.984951,0.992733,0.995408,42.400418,43.728762,45.139394,100.000000,
197,0.987617,0.978984,0.978661,0.988315,0.992678,6.097723,7.098114,0.797878,0.984720,0.992334,0.994935,42.311071,43.537041,44.954087,100.000000,
198,0.987615,0.978702,0.978451,0.988589,0.992764,6.097723,6.097723,0.797439,0.984410,0.992146,0.994851,42.291329,43.716094,44.870459,100.000000,
199,0.987924,0.979409,0.978331,0.989481,0.992786,6.596663,6.610044,0.794252,0.983817,0.991967,0.994838,42.166386,43.556601,44.872401,100.000000,
200,0.988492,0.978049,0.981533,0.989493,0.993137,6.180718,6.596663,0.796790,0.983875,0.991592,0.994219,42.257782,43.776535,44.996846,100.000000,
201,0.988134,0.978616,0.981957,0.989637,0.991889,5.686044,6.180718,0.797913,0.984057,0.991927,0.994167,42.271499,43.535613,44.917629,100.000000,
202,0.987798,0.977198,0.979439,0.988402,0.993331,5.686044,5.686044,0.796989,0.984302,0.991890,0.994721,42.224668,43.816201,44.826679,100.000000,
203,0.989032,0.977446,0.982887,0.989139,0.994145,5.961751,6.130065,0.797115,0.984556,0.992002,0.994284,42.231227,43.820264,44.772566,100.000000,
204,0.988497,0.977383,0.980652,0.989319,0.993620,4.627029,5.961751,0.796980,0.984450,0.992124,0.994891,42.246760,44.038017,44.805909,100.000000,
205,0.987811,0.977552,0.980157,0.989528,0.992065,4.582970,4.627029,0.794019,0.984237,0.991889,0.994603,42.138269,44.011653,44.990521,99.851020,
206,0.988237,0.977078,0.979964,0.989115,0.993459,4.044930,4.582970,0.797810,0.984536,0.992017,0.994368,42.303092,43.848555,45.205292,99.254905,
207,0.988046,0.976845,0.979656,0.990246,0.992367,4.044930,4.044930,0.799330,0.984806,0.992206,0.994702,42.319739,43.808087,45.017882,99.250462,
208,0.988600,0.977332,0.979434,0.990845,0.993268,4.481834,5.008618,0.798409,0.986109,0.993128,0.995171,42.277950,43.902330,44.958707,100.000000,
209,0.988662,0.976067,0.980510,0.990871,0.993284,4.290977,4.481834,0.797234,0.984704,0.992543,0.994621,42.257250,43.830693,45.007184,99.703914,
210,0.988253,0.978012,0.980625,0.988775,0.993344,3.860543,4.290977,0.798012,0.984436,0.992369,0.994981,42.335909,43.821281,45.027264,99.088537,
211,0.987851,0.976552,0.978828,0.989586,0.992775,3.850619,3.860543,0.795748,0.984952,0.992409,0.995201,42.294457,43.900518,45.060600,99.008780,
212,0.988058,0.977230,0.980312,0.989785,0.992455,3.114795,3.850619,0.796845,0.984710,0.992062,0.994326,42.346391,44.033212,45.196564,98.026113,
213,0.988018,0.978419,0.979502,0.989444,0.992603,3.021879,3.114795,0.792754,0.984533,0.992537,0.995545,42.215002,43.998664,45.302120,98.014948,
214,0.988072,0.977146,0.979080,0.988619,0.993721,3.021879,3.021879,0.796786,0.985545,0.992930,0.995171,42.341463,44.061049,45.223854,98.020068,
215,0.988563,0.977271,0.980060,0.990567,0.993082,3.373285,3.373285,0.800088,0.984540,0.991882,0.994538,42.406331,43.878062,45.212287,98.477731,
216,0.988087,0.976771,0.980021,0.989127,0.993163,3.564478,3.650529,0.801477,0.984450,0.992112,0.994636,42.421170,43.641585,45.019890,98.637096,
217,0.988335,0.976892,0.979809,0.990223,0.992971,3.125722,3.564478,0.800115,0.984461,0.991994,0.994755,42.382593,43.747958,45.043732,98.131908,
218,0.987974,0.976619,0.978609,0.989916,0.992829,3.125722,3.125722,0.802435,0.985359,0.992811,0.995117,42.441420,43.659909,45.068382,98.123698,
219,0.987425,0.976269,0.979085,0.989191,0.991896,3.054700,3.620371,0.800799,0.985639,0.992769,0.995042,42.366021,43.831457,44.977569,97.905079,
220,0.987823,0.976494,0.980276,0.988852,0.992592,3.054700,3.054700,0.801919,0.985360,0.992173,0.994378,42.429415,43.818740,45.177771,97.911173,
221,0.988410,0.976131,0.980159,0.989300,0.993853,4.494313,4.494313,0.801519,0.985073,0.992330,0.994882,42.457214,43.757463,45.113997,99.921797,
222,0.988305,0.977529,0.979704,0.988880,0.993708,4.016572,4.850382,0.799576,0.984784,0.992378,0.994961,42.349151,43.818486,45.111260,99.299672,
223,0.988604,0.976955,0.980692,0.990158,0.993160,4.016572,4.016572,0.801232,0.984975,0.991953,0.994064,42.423011,43.879864,45.356057,99.276125,
224,0.988494,0.978082,0.980120,0.990594,0.992495,3.752434,4.047297,0.803519,0.985406,0.992644,0.994930,42.477633,43.673641,45.362575,99.019223,
225,0.988444,0.978319,0.979788,0.988705,0.993861,3.752434,3.752434,0.803185,0.985586,0.993079,0.995679,42.428401,43.685940,45.336563,99.088535,
226,0.988437,0.976746,0.981156,0.988666,0.993697,5.608157,5.608157,0.802909,0.985813,0.992638,0.994906,42.369658,43.722299,45.112970,100.000000,
227,0.988570,0.977776,0.980393,0.989283,0.993552,6.829923,8.049237,0.806889,0.985906,0.992778,0.995044,42.527808,43.607343,45.310705,100.000000,
228,0.988146,0.976189,0.978842,0.989500,0.993288,5.755462,6.829923,0.802410,0.984955,0.991912,0.994031,42.408074,43.669959,45.322897,100.000000,
229,0.987824,0.975853,0.977522,0.988258,0.994077,4.399558,5.755462,0.795383,0.983104,0.991389,0.994284,42.043334,43.578172,45.145939,99.570502,
230,0.988171,0.976975,0.978723,0.989452,0.993507,3.659101,4.399558,0.799125,0.984565,0.991855,0.994965,42.322167,43.717086,45.404082,98.790715,
231,0.988493,0.975545,0.978584,0.989926,0.994042,3.659101,3.659101,0.798833,0.984928,0.992437,0.994979,42.339927,43.718327,45.401888,98.889850,
232,0.988543,0.977224,0.978776,0.989154,0.994311,3.615996,5.047795,0.798020,0.984340,0.991878,0.995096,42.322077,43.561864,45.328286,98.826936,
233,0.988800,0.977257,0.980485,0.990144,0.993584,3.615996,3.615996,0.800107,0.984831,0.992146,0.994437,42.371705,43.648417,45.048785,98.845579,
234,0.988775,0.977960,0.982137,0.989609,0.993066,5.488455,5.504041,0.800248,0.984583,0.991995,0.994793,42.396985,43.739970,45.447468,100.000000,
235,0.988607,0.977772,0.979393,0.989321,0.993938,2.881855,5.488455,0.799404,0.985632,0.992562,0.994513,42.355764,43.770252,45.208788,97.888232,
236,0.988606,0.977820,0.980594,0.989408,0.993373,2.865647,2.881855,0.799339,0.985134,0.992102,0.994058,42.398541,43.692595,45.242496,97.807758,
237,0.988408,0.976952,0.979464,0.990422,0.992847,2.865647,2.865647,0.797499,0.984839,0.992034,0.994602,42.325362,43.513778,45.225961,97.803174,
238,0.988831,0.977490,0.981319,0.990394,0.993050,3.650262,3.650262,0.800163,0.986019,0.992841,0.995209,42.407019,43.565936,45.352441,98.994831,
239,0.988492,0.978125,0.980775,0.989112,0.993222,5.081716,5.081716,0.799783,0.984592,0.992061,0.993945,42.346571,43.660643,45.033642,100.000000,
240,0.988942,0.976944,0.980230,0.990520,0.993725,4.089979,5.230822,0.798867,0.985014,0.992595,0.994696,42.317671,43.583943,45.102719,99.521421,
241,0.988283,0.975870,0.980964,0.988281,0.993771,4.089979,4.089979,0.802002,0.985191,0.992365,0.994648,42.388801,43.570011,45.092491,99.365833,
242,0.988530,0.976914,0.979929,0.990482,0.993087,3.643226,4.794571,0.801260,0.985529,0.992487,0.994693,42.399869,43.690622,44.979891,98.860895,
243,0.988964,0.977812,0.981214,0.989309,0.994220,3.643226,3.643226,0.802279,0.985151,0.992366,0.995017,42.494918,43.824077,45.136641,98.975148,
244,0.988999,0.978318,0.981105,0.988574,0.994703,3.729913,5.269763,0.802055,0.985295,0.992535,0.995023,42.485099,43.924132,45.435659,99.102163,
245,0.988600,0.978531,0.980038,0.989916,0.993191,3.729913,3.729913,0.797929,0.984192,0.991844,0.994493,42.349060,44.010061,45.163210,98.934038,
246,0.988688,0.979571,0.980378,0.988938,0.993764,3.545962,4.201064,0.801937,0.985434,0.992507,0.994136,42.571464,43.999458,45.424250,98.727049,
247,0.988296,0.978245,0.979544,0.990176,0.992438,2.938840,3.545962,0.798291,0.983208,0.991215,0.994149,42.427663,43.820264,45.189594,97.792762,
248,0.988222,0.979107,0.979732,0.989961,0.992210,2.938840,2.938840,0.796678,0.984847,0.992587,0.995243,42.359301,43.884761,45.313929,97.933075,
249,0.988834,0.978904,0.980576,0.989363,0.993839,2.624998,3.328722,0.798433,0.985085,0.992304,0.994910,42.385285,43.834259,45.253083,97.623133,
250,0.988641,0.978531,0.980730,0.988993,0.993697,2.624998,2.624998,0.798941,0.985098,0.992549,0.995011,42.386015,43.790642,45.384736,97.600224,
251,0.988598,0.978588,0.981388,0.988699,0.993674,2.651783,2.651783,0.798365,0.984303,0.991853,0.994335,42.386517,43.868804,45.286069,97.536328,
252,0.987789,0.978114,0.980350,0.988635,0.992322,2.846853,2.846853,0.797825,0.984534,0.991765,0.994174,42.380313,43.946828,45.131141,97.595894,
253,0.989010,0.978816,0.981864,0.990165,0.993300,2.912992,2.912992,0.801796,0.986554,0.993155,0.995684,42.533235,43.889405,45.231934,98.141979,
254,0.988346,0.978145,0.981638,0.988948,0.993011,2.940396,3.547418,0.798794,0.984790,0.992611,0.995013,42.459489,43.783835,45.323615,97.944964,
255,0.989540,0.978792,0.980121,0.990890,0.994717,2.936472,2.940396,0.797940,0.985204,0.992361,0.994870,42.411838,43.842934,45.088407,98.179876,
256,0.988767,0.978480,0.983237,0.988266,0.993698,2.936472,2.936472,0.800239,0.984466,0.992077,0.994725,42.498852,43.761972,45.288562,97.983828,
257,0.988885,0.978905,0.982311,0.989646,0.993133,2.501669,2.964507,0.800181,0.984233,0.991758,0.994702,42.487342,43.702721,45.305695,97.429439,
258,0.988762,0.978710,0.980694,0.989325,0.993663,2.501669,2.501669,0.797488,0.985694,0.992945,0.994961,42.375346,43.836809,45.450055,97.483121,
259,0.989060,0.979736,0.982320,0.988619,0.994053,3.219912,3.219912,0.798942,0.984192,0.991781,0.994311,42.455127,43.659909,45.453014,98.364708,
260,0.988474,0.977479,0.982772,0.987487,0.993868,2.492217,3.270064,0.798762,0.984646,0.992393,0.995022,42.472974,43.631114,45.454124,97.383397,
261,0.988619,0.978467,0.980542,0.988375,0.994054,1.942245,2.492217,0.797423,0.984102,0.992168,0.995009,42.461114,43.840636,45.444144,96.685019,
262,0.988520,0.977950,0.978362,0.989297,0.994107,1.756503,1.942245,0.799416,0.984646,0.992716,0.995301,42.504993,43.835789,45.415438,96.470874,
263,0.989091,0.978390,0.981279,0.989352,0.994202,1.756503,1.756503,0.798601,0.984936,0.992518,0.995130,42.469249,43.922571,45.195169,96.574182,
264,0.988936,0.979178,0.981143,0.989226,0.993839,1.913864,2.664870,0.799512,0.983778,0.991616,0.994180,42.468133,43.759466,45.219645,96.624601,
265,0.988409,0.978397,0.979703,0.988900,0.993542,1.913864,1.913864,0.798351,0.983962,0.991683,0.994168,42.422735,43.772010,45.225609,96.512507,
266,0.989260,0.978625,0.980975,0.990157,0.994123,2.048134,2.071790,0.800324,0.985284,0.992626,0.995409,42.481925,43.716838,45.120161,97.021304,
267,0.988621,0.978067,0.980255,0.988912,0.993927,2.043250,2.048134,0.800799,0.985158,0.992338,0.995117,42.508795,43.863412,45.106133,96.838744,
268,0.989217,0.977302,0.981422,0.989487,0.994685,1.934267,2.043250,0.800726,0.985403,0.992778,0.995244,42.521445,43.740469,45.109892,96.857411,
269,0.988275,0.978762,0.978325,0.988425,0.994151,1.934267,1.934267,0.796868,0.982697,0.990543,0.993690,42.363341,43.746709,45.135266,96.414972,
270,0.988164,0.977761,0.978590,0.989020,0.993542,2.211642,2.211642,0.798167,0.984066,0.991915,0.995042,42.393737,43.804795,44.960689,96.928423,
271,0.988969,0.978745,0.981161,0.989722,0.993643,2.455146,2.455146,0.800841,0.984578,0.991977,0.994615,42.480851,43.695063,45.069736,97.391943,
272,0.988174,0.977678,0.979743,0.988320,0.993660,2.919422,2.919422,0.801028,0.984965,0.992197,0.994948,42.432967,43.828910,45.075159,97.858115,
273,0.989026,0.977403,0.982293,0.988568,0.994541,2.781668,3.017274,0.801267,0.984344,0.991732,0.994313,42.448360,43.728015,44.959368,97.791675,
274,0.988899,0.976611,0.981493,0.989334,0.994090,2.781668,2.781668,0.801508,0.984626,0.991971,0.994723,42.389394,43.767239,44.900654,97.808806,
275,0.989128,0.978495,0.980897,0.989841,0.993925,3.435800,3.435800,0.803116,0.984955,0.992396,0.994713,42.443686,43.702968,45.021565,98.721780,
276,0.989884,0.978762,0.982498,0.990054,0.994849,3.500111,3.515571,0.805780,0.985895,0.993031,0.995851,42.500492,43.735483,44.872725,99.095023,
277,0.989809,0.976960,0.981360,0.990369,0.995173,3.500111,3.500111,0.804622,0.985712,0.992743,0.994940,42.448268,43.783079,44.941242,98.991175,
278,0.988961,0.976147,0.980051,0.989947,0.994169,3.349555,4.271338,0.802563,0.985126,0.992358,0.995052,42.365022,43.660398,45.066012,98.600555,
279,0.989391,0.977327,0.980854,0.989873,0.994741,3.349555,3.349555,0.802587,0.985593,0.992737,0.995416,42.355583,43.727767,44.966308,98.742993,
280,0.989379,0.977052,0.981174,0.989808,0.994768,5.682720,5.682720,0.801676,0.985107,0.992183,0.994708,42.279955,43.724038,44.949472,100.000000,
281,0.988752,0.976566,0.979780,0.990019,0.993592,5.263920,6.501303,0.801545,0.984812,0.991913,0.994290,42.343135,43.752207,45.036666,100.000000,
282,0.988492,0.977970,0.979605,0.989236,0.993532,5.263920,5.263920,0.802614,0.984795,0.992324,0.994800,42.380632,43.666034,44.839510,100.000000,
283,0.988264,0.977593,0.980570,0.988772,0.993206,5.408003,5.520404,0.803307,0.985212,0.992450,0.995218,42.361253,43.642560,45.033642,100.000000,
284,0.988406,0.977472,0.981222,0.989010,0.993114,5.408003,5.408003,0.802266,0.985854,0.992939,0.995260,42.285527,43.627224,45.133547,100.000000,
285,0.989233,0.977810,0.979898,0.990430,0.994334,6.927385,6.927385,0.805098,0.986211,0.993059,0.995136,42.388070,43.644511,44.936641,100.000000,
286,0.989532,0.977363,0.981845,0.990439,0.994584,6.744778,7.960264,0.804718,0.985631,0.992721,0.994695,42.387202,43.640609,44.933685,100.000000,
287,0.987952,0.976504,0.978823,0.989892,0.992698,6.362809,6.744778,0.802221,0.985083,0.992171,0.994453,42.343361,43.347271,44.942558,100.000000,
288,0.988703,0.976399,0.980656,0.990521,0.993267,5.876600,6.362809,0.800615,0.986037,0.993372,0.995623,42.290570,43.546333,45.014201,100.000000,
289,0.987550,0.977843,0.980228,0.987983,0.992329,5.565368,5.876600,0.801019,0.984992,0.992462,0.995045,42.365612,43.560668,44.933357,100.000000,
290,0.987790,0.976469,0.981748,0.987990,0.992598,5.565368,5.565368,0.800330,0.984649,0.992351,0.994749,42.339701,43.582259,45.020560,100.000000,
291,0.988733,0.978730,0.979984,0.989639,0.993653,6.085072,6.658689,0.800804,0.983667,0.991764,0.994427,42.400739,43.568092,45.101354,100.000000,
292,0.988349,0.975742,0.980512,0.989498,0.993400,6.085072,6.085072,0.799907,0.984971,0.992523,0.995063,42.369385,43.443797,45.013198,100.000000,
293,0.988345,0.976449,0.979256,0.990115,0.993390,5.992026,6.626917,0.800668,0.984627,0.991673,0.993931,42.448268,43.694322,44.993849,100.000000,
294,0.988186,0.977216,0.977990,0.988930,0.994047,5.992026,5.992026,0.798882,0.984889,0.992215,0.994533,42.475769,43.696791,45.022570,100.000000,
295,0.988970,0.975975,0.982804,0.989239,0.994080,5.957008,6.201046,0.800607,0.984512,0.991957,0.994520,42.505181,43.685201,44.844009,100.000000,
296,0.988562,0.977619,0.979797,0.988816,0.994267,5.482876,5.957008,0.798035,0.984308,0.992005,0.994421,42.413583,43.583221,44.904239,100.000000,
297,0.989128,0.976724,0.982145,0.990053,0.994032,5.482876,5.482876,0.797141,0.984337,0.992147,0.994683,42.459349,43.470670,45.056883,100.000000,
298,0.987175,0.977162,0.980173,0.988155,0.991706,3.682685,5.580064,0.795911,0.983239,0.990971,0.994240,42.474324,43.790137,45.093172,98.497672,
299,0.987766,0.975584,0.979422,0.988761,0.993510,3.682685,3.682685,0.792866,0.983909,0.991621,0.993828,42.386928,43.657461,44.955406,98.624440,
300,0.987997,0.976426,0.978384,0.990142,0.993144,3.731966,5.040329,0.793700,0.983508,0.991386,0.993800,42.414088,43.770503,45.185418,98.723620,
301,0.987139,0.975867,0.978253,0.989575,0.991845,3.731966,3.731966,0.793895,0.982554,0.990596,0.992924,42.349105,43.764480,45.156294,98.426140,
302,0.988570,0.977082,0.982399,0.990853,0.992190,4.819759,4.819759,0.797130,0.983600,0.991178,0.993786,42.436983,43.707422,45.127020,100.000000,
303,0.988314,0.977317,0.980112,0.989749,0.993141,5.138334,5.564544,0.797307,0.984660,0.991883,0.993687,42.421446,43.738723,45.127707,100.000000,
304,0.987920,0.976346,0.979807,0.988790,0.993199,5.138334,5.138334,0.796302,0.983149,0.991004,0.993530,42.349739,43.755710,45.043058,100.000000,
305,0.987610,0.976883,0.978266,0.989045,0.993077,5.058483,5.554625,0.798080,0.983597,0.991319,0.994012,42.455498,43.619212,44.993849,100.000000,
306,0.987956,0.977053,0.979051,0.988575,0.993712,5.058483,5.058483,0.798447,0.984435,0.991449,0.994086,42.415697,43.576250,45.062290,100.000000,
307,0.987409,0.976427,0.977712,0.988021,0.993323,5.445008,5.683533,0.798502,0.985429,0.993142,0.995685,42.389943,43.721802,45.046426,100.000000,
308,0.988049,0.975858,0.979418,0.989419,0.993204,5.445008,5.445008,0.799387,0.984378,0.991857,0.994483,42.405551,43.763727,45.017212,100.000000,
309,0.987404,0.976215,0.979383,0.989116,0.992106,5.861073,5.861073,0.798925,0.984962,0.992166,0.994788,42.345350,43.727767,44.897397,100.000000,
310,0.987015,0.977246,0.978943,0.988138,0.991820,6.719962,6.773355,0.798406,0.983874,0.991599,0.994015,42.265101,43.723293,45.027599,100.000000,
311,0.987396,0.976380,0.977650,0.988257,0.993290,6.719962,6.719962,0.800501,0.985314,0.992164,0.994208,42.350147,43.781568,44.925158,100.000000,
312,0.987157,0.975406,0.977682,0.989317,0.992214,6.724322,7.240965,0.799583,0.984844,0.991968,0.994095,42.318840,43.651592,44.682405,100.000000,
313,0.986955,0.976716,0.979434,0.987742,0.991944,6.472562,6.724322,0.798758,0.984730,0.992446,0.995049,42.290659,43.763978,44.886667,100.000000,
314,0.987386,0.977402,0.979477,0.987790,0.992661,5.259357,6.472562,0.800801,0.984615,0.991517,0.993827,42.390902,43.844211,44.958377,100.000000,
315,0.987480,0.977179,0.978630,0.988395,0.993006,4.262444,5.259357,0.799024,0.984325,0.991345,0.994120,42.359664,43.909066,45.024916,99.314775,
316,0.988541,0.977370,0.979246,0.989277,0.994506,4.083200,4.262444,0.798982,0.984749,0.992192,0.994765,42.374481,43.980437,45.068382,99.411485,
317,0.987729,0.976909,0.977702,0.988408,0.993648,3.731649,4.083200,0.799184,0.984502,0.992418,0.995255,42.404359,44.001576,45.018216,98.834671,
318,0.988327,0.976300,0.980438,0.989310,0.993350,3.234066,3.731649,0.801300,0.984334,0.991548,0.994581,42.527996,44.159637,45.205642,98.235505,
319,0.988146,0.976140,0.979124,0.988145,0.994230,3.234066,3.234066,0.798600,0.984131,0.991395,0.994192,42.509688,44.200483,45.223503,98.156021,
320,0.988098,0.976136,0.977702,0.989272,0.993902,3.734746,3.761340,0.799118,0.985030,0.992308,0.994555,42.568845,44.323953,45.235100,98.860859,
321,0.987837,0.978073,0.977343,0.989116,0.993034,3.149093,3.734746,0.798685,0.984185,0.991232,0.993917,42.631427,44.241717,45.284289,97.950105,
322,0.988706,0.976784,0.979113,0.990606,0.993636,2.717630,3.149093,0.795986,0.983652,0.991654,0.994462,42.603309,44.301190,45.237564,97.642834,
323,0.988349,0.976305,0.981134,0.989203,0.993029,2.717630,2.717630,0.798883,0.983978,0.991587,0.994352,42.664787,44.396737,45.211587,97.555335,
324,0.987867,0.976766,0.977989,0.988622,0.993287,3.147095,3.438192,0.799119,0.984975,0.992413,0.994856,42.596548,44.208810,45.203895,98.086062,
325,0.988577,0.976596,0.979557,0.990719,0.992952,2.654929,3.147095,0.801840,0.985945,0.992571,0.994699,42.676143,44.339672,45.149388,97.605566,
326,0.987728,0.976318,0.978388,0.988037,0.993411,2.654929,2.654929,0.797254,0.984706,0.992241,0.994570,42.573466,44.247600,45.216840,97.388322,
327,0.988011,0.976642,0.978574,0.989526,0.992798,2.599717,2.982333,0.797347,0.984374,0.992039,0.995166,42.662743,44.358898,45.326848,97.415866,
328,0.987616,0.975809,0.979947,0.988732,0.992161,2.553501,2.599717,0.799839,0.984722,0.992246,0.994633,42.709014,44.360912,45.186114,97.238269,
329,0.988209,0.976363,0.980225,0.990184,0.992373,2.553501,2.553501,0.800972,0.984974,0.992010,0.994483,42.728827,44.281652,45.186114,97.346464,
330,0.988083,0.976597,0.980560,0.987965,0.993518,2.696551,2.696551,0.799573,0.984189,0.992036,0.995010,42.666783,44.087175,45.162864,97.543832,
331,0.988127,0.977484,0.979837,0.988212,0.993549,2.709564,2.844743,0.799689,0.984670,0.992182,0.994702,42.653169,44.230255,45.323256,97.554324,
332,0.988353,0.976240,0.979626,0.988163,0.994335,2.709564,2.709564,0.800714,0.984689,0.992040,0.994686,42.680635,44.239479,45.208439,97.596408,
333,0.988653,0.977434,0.981327,0.989439,0.993188,3.563179,3.563179,0.798875,0.984393,0.992133,0.995069,42.641582,44.331091,45.330444,98.793441,
334,0.987934,0.976194,0.979760,0.988026,0.993335,3.823571,3.823571,0.797275,0.984321,0.992129,0.994836,42.565133,44.297218,45.342330,98.948456,
335,0.988084,0.976201,0.978926,0.988151,0.993943,2.917565,4.614013,0.796883,0.983716,0.991293,0.994180,42.573370,44.141271,45.298905,97.727129,
336,0.988454,0.977524,0.980233,0.989902,0.992801,2.761828,2.917565,0.798658,0.984669,0.991992,0.994582,42.611476,44.078269,45.501007,97.675043,
337,0.988020,0.976626,0.980728,0.988802,0.992637,2.418285,2.761828,0.796173,0.984263,0.991888,0.994529,42.618405,44.152775,45.447098,97.124047,
338,0.988789,0.977359,0.980510,0.989890,0.993585,2.418285,2.418285,0.796490,0.983741,0.991493,0.993896,42.646814,44.256579,45.428663,97.221152,
339,0.988149,0.976292,0.979893,0.989697,0.992675,2.058335,4.203420,0.797082,0.984565,0.992294,0.995061,42.678633,44.094476,45.475271,96.746091,
340,0.988399,0.976753,0.978264,0.988737,0.994384,2.058335,2.058335,0.797494,0.984500,0.991945,0.994887,42.664008,44.060244,45.410306,96.770858,
341,0.988320,0.978445,0.981783,0.988458,0.992930,3.415118,3.415118,0.798124,0.983709,0.991422,0.994168,42.716347,44.238080,45.272916,98.423420,
342,0.988461,0.978763,0.981450,0.991519,0.991028,2.866004,3.577679,0.801593,0.985186,0.992495,0.995250,42.811058,44.030011,45.438977,97.890533,
343,0.988041,0.977813,0.980234,0.990877,0.991237,1.584249,2.866004,0.797516,0.983141,0.990856,0.993823,42.674972,43.900259,45.500259,95.932283,
344,0.988777,0.977379,0.981987,0.990796,0.992441,1.584249,1.584249,0.798515,0.984780,0.992113,0.994844,42.700073,44.100433,45.273626,96.238048,
